price,address,date_sold,bedroom,bathroom,carport,dwelling
815000,11/19 Lindsay Street,2018-05-22,2,2,2,Apartment
320000,83/369 Hay Street,2018-05-20,1,1,1,Apartment
440000,19/8 Victoria Avenue,2018-05-18,2,2,1,Apartment
238000,74/15 Aberdeen Street,2018-05-14,1,1,1,Apartment
610000,10/127 Lake Street,2018-05-11,3,2,1,Townhouse
255000,36/122 Terrace Road,2018-05-11,1,1,1,House
430000,9/252 Bulwer Street,2018-05-06,2,1,1,House
445000,72/69 Milligan Street,2018-05-05,2,2,1,Apartment
229000,54/33 Mounts Bay Road,2018-05-05,1,1,0,Apartment
860000,96 Palmerston Street,2018-05-03,3,1,0,House
360000,39/996 Hay Street,2018-05-03,2,1,1,Apartment
590000,40/369 Hay Street,2018-04-27,3,2,2,Apartment
440000,98/69 Milligan Street,2018-04-24,2,2,1,Apartment
500000,137/996 Hay Street,2018-04-24,3,2,2,Apartment
430000,82/154 Newcastle Street,2018-04-24,2,2,1,Apartment
345000,11/273 Beaufort Street,2018-04-21,1,1,1,Apartment
635000,10 Little Parry Street,2018-04-20,2,2,2,House
175000,602/12 Victoria Avenue,2018-04-20,1,1,0,Apartment
1400000,187 Lake Street,2018-04-17,4,2,1,House
449000,66/375 Hay Street,2018-04-16,2,2,1,Apartment
895000,96/132 Terrace Road,2018-04-15,3,2,2,Apartment
460000,148/369 Hay Street,2018-04-12,2,2,1,Apartment
475000,1106/105-111 Stirling Street,2018-04-12,1,1,1,Apartment
245000,208/305 MURRAY STREET,2018-04-06,1,1,0,Apartment
250000,12J/811 Hay Street,2018-04-04,1,1,0,Apartment
155000,206/12 Victoria Avenue,2018-04-03,1,1,0,Apartment
650000,9 Lincoln Street,2018-03-28,2,1,1,House
730000,131 Lake Street,2018-03-27,2,1,0,House
448500,8/20 Pendal Lane,2018-03-24,2,2,2,Apartment
360000,108/418 Murray Street,2018-03-23,2,1,1,Apartment
349000,15/8 Victoria Avenue,2018-03-22,1,1,1,Apartment
319000,20/101 Murray Street,2018-03-22,1,1,1,Apartment
369000,"Lot 29, 29/120-122 Lake Street",2018-03-19,2,1,1,Unit
320000,41/262 Lord Street,2018-03-19,1,1,1,Apartment
312500,4/132 Mounts Bay Road,2018-03-17,2,1,1,Apartment
1020000,1805/105-111 Stirling Street,2018-03-09,3,2,2,Apartment
830000,13 Brookman Street,2018-03-08,4,1,0,House
252000,3/34 Bulwer Street,2018-03-07,2,1,1,Unit
315500,34/418 Murray Street,2018-03-02,2,1,1,Apartment
1175000,29/918 Hay Street,2018-02-26,3,2,2,Apartment
505000,114/580 Hay Street,2018-02-23,1,1,2,Apartment
626000,"Lot 55, 4 Wade Street",2018-02-21,4,2,2,House
470000,3/71 Brewer Street,2018-02-21,2,2,1,Apartment
593750,1103/105-111 Stirling Street,2018-02-21,2,2,1,Apartment
410000,510/105-111 Stirling Street,2018-02-21,1,1,1,Apartment
475000,21/71 Brewer Street,2018-02-20,2,2,1,Apartment
327500,24/15 Aberdeen St,2018-02-19,1,1,1,Apartment
343000,22/280 Lord Street,2018-02-19,1,1,1,Apartment
180000,806/12 Victoria Avenue,2018-02-14,1,1,0,Apartment
480000,49/369 Hay Street,2018-02-14,2,2,1,Apartment
328000,118/138 Barrack Street,2018-02-13,1,1,1,Unit
320000,26/122 Terrace Road,2018-02-12,1,1,1,Apartment
740000,2001/105-111 Stirling Street,2018-02-09,2,2,2,Apartment
490000,1407/237 Adelaide Terrace,2018-02-08,2,2,1,Apartment
1250000,58/255 Adelaide Terrace,2018-02-08,3,2,2,Apartment
330000,22/8 James Street,2018-02-08,2,1,1,House
540000,29/14 Money Street,2018-02-07,2,2,1,Apartment
217000,904/12 Victoria Avenue,2018-02-06,1,1,0,Apartment
500000,13/145 Newcastle Street,2018-02-06,3,2,1,Apartment
545000,5/138 Mounts Bay Road,2018-02-05,2,2,1,Apartment
725000,2 Edith Street,2018-02-05,2,1,2,Townhouse
340000,29/114 Terrace Road,2018-02-02,2,1,0,Apartment
840000,123 Lincoln Street,2018-02-01,2,1,1,House
260000,29/122 Terrace Road,2018-01-30,1,1,0,Apartment
450000,2/3 Greenway Street,2018-01-25,2,1,0,Townhouse
250000,19/29 Hill Street,2018-01-24,1,1,0,Apartment
519000,124/138 Barrack Street,2018-01-24,3,2,1,Apartment
475000,27/76 Newcastle Street,2018-01-23,2,2,1,Apartment
182500,803/12 Victoria Avenue,2018-01-22,1,1,0,Apartment
430000,41/69 Milligan Street,2018-01-18,2,2,1,Apartment
905000,136B Glendower Street,2018-01-18,3,2,2,House
213000,25-308 Stirling Street,2018-01-17,1,1,0,Unit
350000,25/8 James Street,2018-01-13,2,1,1,Apartment
812500,12 Lane Street,2018-01-13,3,1,0,House
353000,54/378 Beaufort Street,2018-01-12,1,1,1,Apartment
360000,40/150 Stirling Street,2018-01-12,1,1,2,Apartment
888000,19 Knebworth Avenue,2018-01-11,4,2,1,House
240888,61/4 Bulwer Street,2018-01-10,2,1,1,Apartment
635000,24 Ruth Street,2018-01-08,3,1,0,House
395000,58/128 Mounts Bay Road,2018-01-06,2,2,1,Apartment
227000,2/21 Dangan Street,2018-01-05,1,1,1,Unit
405000,17/418 Murray Street,2017-12-24,2,1,1,Apartment
320000,72/154 Newcastle Street,2017-12-16,1,1,1,Unit
2050000,28 Church Street,2017-12-12,2,3,2,House
490000,7/226 Beaufort Street,2017-12-12,2,2,1,Apartment
320000,64/418 Murray Street,2017-12-12,2,1,1,Apartment
2400000,123/132 Terrace Road,2017-12-11,3,4,3,Apartment
252500,521/305 Murray Street,2017-12-09,1,1,0,Apartment
275000,38/418 Murray Street,2017-12-06,2,1,1,Apartment
515000,501/2 St Georges Terrace,2017-12-04,2,2,1,Apartment
540000,5/918 Hay Street,2017-12-04,2,1,1,Apartment
910000,314A Bulwer Street,2017-12-03,4,3,2,House
565000,18/14 Money Street,2017-12-01,2,2,1,Apartment
835000,39 Knebworth Avenue,2017-11-30,3,2,2,House
660000,1005/105 Stirling Street,2017-11-28,2,2,2,Apartment
520000,25/474 Murray Street,2017-11-27,2,2,1,Apartment
815000,98/580 Hay Street,2017-11-27,2,2,2,Apartment
990500,1502/105-111 Stirling Street,2017-11-24,3,2,2,Apartment
327000,6/126 Terrace Road,2017-11-23,2,1,0,Apartment
292500,802/305 Murray Street,2017-11-20,1,1,0,Apartment
300000,63/418-428 Murray St,2017-11-18,2,1,1,Unit
1030000,5/168 Mounts Bay Road,2017-11-18,3,2,4,Apartment
190000,507/130A Mounts Bay Road,2017-11-17,1,1,0,Apartment
665000,73/33 Newcastle Street,2017-11-15,2,2,1,Apartment
825000,8 Church Street,2017-11-15,3,2,1,Townhouse
316000,73/418 Murray Street,2017-11-14,2,1,1,Apartment
1030000,214 Bulwer Street,2017-11-14,4,2,2,House
1550000,24 Church Street,2017-11-14,3,3,3,House
350000,96/101 Murray Street,2017-11-13,1,1,1,Apartment
650000,77 Lindsay Street,2017-11-13,2,1,0,House
295000,1003/12 Victoria Avenue,2017-11-08,2,1,1,Apartment
470000,33/474 Murray Street,2017-11-06,2,2,1,Apartment
330000,119/138 Barrack Street,2017-11-02,1,1,1,Apartment
410000,704/105-111 Stirling Street,2017-11-02,1,1,1,Apartment
425000,801/237 Adelaide Terrace,2017-11-02,1,1,1,Apartment
181800,102/12 Victoria Avenue,2017-10-30,1,1,0,Apartment
752000,11/580 Hay Street,2017-10-30,3,2,2,Unit
439000,13/273 Beaufort Street,2017-10-29,1,1,1,Apartment
500000,179/369 Hay Street,2017-10-27,2,2,2,Apartment
710000,12/18 Robinson Avenue,2017-10-27,3,2,2,Townhouse
575000,202/105-111 Stirling Street,2017-10-27,2,2,1,Apartment
430000,57/128 Mounts Bay Road,2017-10-26,2,2,1,Apartment
825000,19 Lane Street,2017-10-25,3,1,0,House
600000,74/132 Terrace Road,2017-10-21,2,2,2,Apartment
720000,1603/105-111 stir,2017-10-20,2,2,2,Apartment
800000,4/39 Monger Street,2017-10-19,3,3,1,Townhouse
215000,504/12 Victoria Avenue,2017-10-18,1,1,0,Apartment
725000,1503/105-111 Stirling Street,2017-10-17,2,2,2,Apartment
300000,4/101 Murray Street,2017-10-09,1,1,1,Apartment
265000,403/305 Murray Street,2017-10-06,1,1,0,Apartment
645000,49/262 Lord Street,2017-09-29,2,2,2,Apartment
365000,22/211 Beaufort Street,2017-09-25,1,1,1,Apartment
1130000,132 Palmerston Street SOLD,2017-09-23,5,1,1,House
760000,191 Lake  Street,2017-09-21,3,1,0,House
650000,73 Lindsay Street,2017-09-18,2,1,0,House
280000,14A/811 Hay Street,2017-09-18,1,1,0,Apartment
215000,17/132 Mounts Bay Road,2017-09-18,1,1,0,Apartment
210000,7/308 Stirling Street,2017-09-18,1,1,0,Unit
725000,1703/105-111 Stirling Street,2017-09-18,2,2,2,Apartment
420000,10/250 Beaufort Street,2017-09-14,2,2,1,Apartment
700000,1301/105-111 Stirling Street,2017-09-10,2,2,1,Apartment
1020000,1802/105-111 Stirling Street,2017-09-09,3,2,2,Apartment
650000,41/128 Mounts Bay Road,2017-09-08,3,2,2,Apartment
475000,33/474 Murray Street,2017-09-07,2,2,1,Apartment
360000,99/418 Murray Street,2017-09-06,2,1,1,Apartment
360000,29/569 Wellington Street,2017-09-05,1,1,0,Apartment
1130000,132 Palmerston Street,2017-09-04,5,1,1,House
455000,38/375 Hay Street,2017-08-31,2,2,1,Apartment
625000,3/101 Palmerston Street,2017-08-30,3,1,1,Townhouse
410000,16/838 Hay Street,2017-08-30,1,1,0,Apartment
908888,23 Gladstone Street,2017-08-26,2,1,0,House
352500,13/87 Bulwer Street,2017-08-26,1,1,1,House
485000,39/10 Pendal Lane,2017-08-24,2,2,2,Apartment
710000,8/22 St Georges Terrace,2017-08-24,3,2,2,Apartment
550000,75 West Parade,2017-08-21,1,1,0,House
560000,3/250 Bulwer Street,2017-08-20,2,2,2,Apartment
295000,11G/811 Hay Street,2017-08-18,1,1,0,Apartment
835000,57 Lindsay Street,2017-08-18,4,2,1,House
784000,2/111 Summers Street,2017-08-17,4,2,2,House
473500,11/22 St Georges Terrace,2017-08-15,2,2,1,Apartment
395000,15/124 Mounts Bay Road,2017-08-12,2,2,1,House
315000,48/101 Murray Street,2017-08-11,1,1,1,Apartment
300000,3/265 Stirling Street,2017-08-08,1,1,0,Apartment
170000,605/130a Mounts Bay Road,2017-08-08,1,1,0,Apartment
405000,35/273 Beaufort Street,2017-08-03,1,1,1,Apartment
220500,14/154 Newcastle Street,2017-08-01,1,1,1,Apartment
385000,148/15 Aberdeen Street,2017-08-01,2,1,1,Apartment
270000,405/12 Victoria Avenue,2017-07-31,2,1,0,Apartment
965000,14 Brookman Street,2017-07-31,4,2,2,Duplex
240500,M13/811 Hay Street,2017-07-26,1,1,0,Apartment
266000,5/15 Aberdeen Street,2017-07-26,2,1,1,Apartment
389000,108/418-428 Murray Street,2017-07-18,2,1,1,Apartment
220500,Unit 36/132 Mounts Bay Road,2017-07-17,1,1,0,Unit
700000,2/18 Robinson Avenue,2017-07-13,3,2,2,House
420000,1/20 Pendal Lane,2017-07-12,2,2,1,Apartment
2576000,10/2403 The Towers Elizabeth Quay Barrack Street,2017-07-11,3,2,2,Apartment
195000,101/12 Victoria Ave,2017-07-10,1,1,0,Apartment
170000,113/33 Mounts Bay Road,2017-07-10,1,1,0,Apartment
720000,3/18 Robinson Avenue,2017-07-10,3,2,2,Townhouse
780000,48A Bulwer Street,2017-07-07,3,2,2,House
695000,62/132 Terrace Road,2017-07-07,2,2,2,Apartment
900000,8 Orange Street,2017-07-04,3,1,1,House
420000,1/20 Pendal Lane,2017-07-02,2,2,1,Apartment
640000,148 Lake Street,2017-06-30,3,2,2,Townhouse
805000,144 Bulwer Street,2017-06-30,3,2,2,House
560000,10/117 Lake Street,2017-06-28,2,2,1,House
850000,15 Randell Place,2017-06-28,3,2,2,House
435000,78/101 Murray Street,2017-06-26,2,2,1,Apartment
440000,14/76 Newcastle Street,2017-06-26,2,2,2,Apartment
535500,61/128 Mounts Bay Road,2017-06-24,3,2,2,Apartment
220000,1/290 Stirling Street,2017-06-22,1,1,1,Apartment
290500,105/15 Aberdeen Street,2017-06-21,2,1,1,Apartment
215000,35/33 Mounts Bay Road,2017-06-21,1,1,0,Apartment
367500,10/8 Victoria Avenue,2017-06-21,1,1,1,Apartment
165000,107/12 Victoria Avenue,2017-06-19,1,1,0,Apartment
315000,14/101 Murray Street,2017-06-15,1,1,1,Apartment
484500,25/369 Hay Street,2017-06-13,2,2,1,Apartment
807000,25/82 King Street,2017-06-12,2,2,1,Apartment
355000,12/28 Robinson Avenue,2017-06-10,1,1,1,Apartment
525000,37/59 Brewer Street,2017-06-07,2,2,2,Apartment
820000,6/580 Hay Street,2017-06-07,3,2,2,Apartment
205000,508/130 Mounts Bay Road,2017-06-07,1,1,0,House
435000,22/10 Pendal Lane,2017-06-06,2,2,1,Unit
550000,59/369 Hay Street,2017-06-06,3,2,2,Apartment
445000,26/273 Beaufort Street,2017-06-03,1,1,0,Apartment
1295000,8 Somerville Street,2017-06-01,3,1,4,House
1550000,30/82 King Street,2017-05-25,6,4,2,Apartment
535000,7/149 Vincent Street (in Cielo Lane),2017-05-19,3,1,2,Townhouse
247000,34/4 Bulwer Street,2017-05-17,2,1,1,Apartment
1150000,3 Orange Avenue,2017-05-15,4,2,2,House
860000,103/580 Hay Street,2017-05-11,2,2,2,Apartment
580000,62/580 Hay Street,2017-05-10,2,2,2,Apartment
369000,25/152 Fitzgerald Street,2017-05-10,1,1,1,Apartment
350000,6/19 Lindsay St,2017-05-10,1,1,1,Apartment
400000,101/22 St Georges Terrace,2017-05-09,1,1,1,Apartment
270000,227/305 Murray Street,2017-05-08,1,1,0,Apartment
517000,30/22 St Georges Terrace,2017-05-05,2,2,1,Apartment
355000,53/418 Murray Street,2017-05-05,2,1,1,Apartment
370000,59/996 Hay Street,2017-05-05,2,1,1,Apartment
405000,23/120 Lake Street,2017-05-04,2,1,1,Apartment
506000,7/2 Braid Street,2017-05-04,2,1,1,Apartment
1310000,9-11 Robinson Avenue,2017-05-04,4,4,0,Unit
740000,6 Stuart Street,2017-05-02,2,1,1,House
942000,9 Brookman Street,2017-05-01,4,2,1,House
565000,24/65 Milligan Street,2017-04-28,2,2,2,Apartment
258000,1C/811 Hay Street,2017-04-21,1,1,0,Apartment
615000,25/34 Palmerston Street,2017-04-13,2,2,1,Apartment
669000,93/22 St Georges Tce,2017-04-12,2,2,1,Apartment
695000,10/65 Palmerston Street,2017-04-10,3,2,2,House
672500,4/63 Palmerston Street,2017-04-07,4,2,2,House
330000,31/154 Newcastle Street,2017-04-03,1,1,1,Unit
700000,44 Marlborough Street,2017-04-03,4,2,1,Townhouse
1350000,174 Lake Street,2017-03-31,3,2,0,House
510000,502/237 Adelaide Tce,2017-03-30,2,2,1,Apartment
540000,18/273 Beaufort Street,2017-03-30,2,1,1,Apartment
340000,25/15 Aberdeen Street,2017-03-27,1,1,1,Apartment
800000,13 Brookman Street,2017-03-24,4,1,0,House
750000,12/65 Palmerston Street,2017-03-22,3,2,2,Apartment
560000,17/117 Lake Street,2017-03-22,2,2,1,House
539000,53/280 Lord Street,2017-03-21,2,2,2,Apartment
830000,48B Bulwer Street,2017-03-20,3,2,2,Townhouse
760000,16 Edith Street,2017-03-19,3,2,1,Townhouse
470000,3/305 Bulwer Street,2017-03-15,2,1,1,Townhouse
320000,5/154 Newcastle Street,2017-03-15,1,1,1,Apartment
690000,5 Primrose Street,2017-03-15,3,2,2,House
425000,2/17 Gladstone Street,2017-03-13,2,1,0,Unit
600000,1/142 Palmerston Street,2017-03-11,2,2,1,House
280000,42/15 Aberdeen Street,2017-03-10,2,1,1,Apartment
270500,5B/811 Hay Street,2017-03-10,1,1,0,Apartment
390000,78/250 Beaufort Street,2017-03-09,2,1,1,Apartment
560000,9/117 Lake Street,2017-03-09,2,2,1,Townhouse
330000,12A/5 Smith Street,2017-03-08,2,1,1,Unit
520000,9/65 Milligan Street,2017-03-02,2,2,1,Apartment
545000,1001/237 Adelaide Terrace,2017-02-27,2,2,1,Apartment
1350000,10 Braid Street,2017-02-27,3,2,2,House
220000,5/12 Wright Street,2017-02-24,1,1,0,Apartment
555000,81/369 Hay Street,2017-02-24,3,2,0,Apartment
213900,56/76 Newcastle Street,2017-02-23,1,1,1,House
350000,78/369 Hay Street,2017-02-22,1,1,1,Apartment
1600000,12/168 Mounts Bay Road,2017-02-20,4,3,2,Apartment
215000,22/33 Mounts Bay Road,2017-02-18,1,1,0,Apartment
390000,46/250 Beaufort Street,2017-02-16,2,1,1,Apartment
370000,8I/811 Hay Street,2017-02-15,2,1,0,Apartment
639000,32/280 Lord Street,2017-02-10,3,2,0,Apartment
380000,24/226 Beaufort Street,2017-02-07,1,1,1,Apartment
800000,23 Ruth Street,2017-02-07,3,1,1,House
850000,293 Bulwer Street,2017-02-04,3,2,0,House
1530000,39 Glendower Street,2017-02-03,3,3,2,House
249000,112/15 Aberdeen Street,2017-01-30,2,1,1,Apartment
805000,15 Lacey Street,2017-01-30,4,2,0,House
395000,9/128 Mounts Bay Road,2017-01-24,2,2,1,Apartment
405000,47/418 Murray Street,2017-01-23,2,1,1,Apartment
867500,6/45 Stuart Street,2017-01-19,3,2,2,Townhouse
705000,18/45 Stuart Street,2017-01-18,3,2,2,Townhouse
890000,20/122 Mounts Bay Road,2017-01-15,3,2,2,Apartment
415000,5/33 Windsor Street,2017-01-13,2,2,1,Apartment
385000,85/418 Murray Street,2017-01-12,2,1,1,Apartment
525000,186/471 Hay Street,2017-01-10,2,2,1,Apartment
400000,3/15 Aberdeen Street,2017-01-10,2,1,1,Apartment
560000,12/2 Braid Street,2017-01-10,2,2,2,Apartment
545000,43/22 St George's Terrace,2017-01-07,2,2,1,Apartment
550000,24/82 King Street,2017-01-04,2,2,0,Apartment
410000,42/120 Lake Street,2017-01-02,2,1,1,Apartment
315000,919/305 Murray Street,2016-12-28,1,1,0,Apartment
552000,30A Windsor Street,2016-12-27,2,2,2,House
405000,56/15 Aberdeen Street,2016-12-21,2,1,1,Apartment
382200,26/118 Mounts Bay Road,2016-12-19,2,1,1,Apartment
315000,611/112 Mounts Bay Road,2016-12-19,2,1,2,Apartment
560000,90/580 Hay Street,2016-12-16,2,2,1,Apartment
240000,1019/305 Murray Street,2016-12-16,1,1,0,Apartment
570000,2G Brisbane Terrace,2016-12-12,2,1,1,Townhouse
384000,32/122 Mounts Bay Road,2016-12-09,2,2,1,Apartment
1325000,120 Palmerston Street,2016-12-08,4,2,2,House
400000,124/22 St Georges Tce,2016-12-08,1,1,1,Apartment
453000,40/154 Newcastle Street,2016-12-06,2,2,1,Apartment
1060000,25 Myrtle Street,2016-12-06,3,2,2,House
400000,15/122 Mounts Bay Road,2016-12-06,2,2,1,Apartment
510000,3/115 Brisbane Street,2016-12-03,3,1,1,Townhouse
750000,51/171 St Georges Terrace,2016-12-01,3,2,1,Apartment
226250,808/12 Victoria Avenue,2016-11-25,1,1,0,Apartment
340000,6i/811 Hay Street,2016-11-21,2,1,0,Apartment
739000,32 Lacey Street,2016-11-21,4,1,4,House
415000,5/207 Bulwer  Street,2016-11-16,2,1,1,Apartment
860000,29 Edith Street,2016-11-13,3,2,2,Townhouse
438000,58/375 Hay Street,2016-11-11,2,2,1,Apartment
349000,144/250 Beaufort Street,2016-11-09,1,1,1,Apartment
450000,92/369 Hay Street,2016-11-08,2,2,1,Apartment
450000,93/69 Milligan Street,2016-11-08,2,2,1,Apartment
1825000,206/173 Mounts Bay Rd,2016-11-08,3,2,3,Apartment
275000,802/305 Murray Street,2016-11-07,1,1,0,Apartment
317500,69/262 Lord,2016-11-04,1,1,1,Apartment
685000,2/210 Stirling Street,2016-11-01,3,2,2,Apartment
1335000,55/132 Terrace Road,2016-11-01,3,2,2,Apartment
494500,26/369 Hay Street,2016-11-01,2,2,1,Apartment
380000,606/380 Murray Street,2016-10-31,1,1,0,Apartment
530000,42/22 St Georges Terrace,2016-10-31,2,2,1,Apartment
420000,25/69 Milligan Street,2016-10-27,2,2,1,Apartment
395000,114/101 Murray St,2016-10-26,1,1,1,Apartment
480000,1207/105-111 Stirling Street,2016-10-25,1,1,1,Apartment
590000,201/105-111 Stirling Street,2016-10-25,2,2,1,Apartment
319000,16/114 Terrace Road,2016-10-24,1,1,1,Apartment
420000,"Lot 55, 805/380 Murray Street",2016-10-21,1,1,1,Apartment
1140000,61/132 Terrace Road,2016-10-21,3,2,2,Apartment
184000,30/451 Murray Street,2016-10-18,1,1,0,Apartment
659000,1/17 Gladstone Street,2016-10-17,2,2,2,Apartment
401000,"Lot 13, 517/380 Murray Street",2016-10-13,1,1,0,Apartment
381000,"Lot 292, 2118/380 Murray Street",2016-10-13,1,1,0,Apartment
710000,195 Lake Street,2016-10-11,3,1,0,House
280000,10C/811 Hay Street,2016-10-10,1,1,0,Apartment
202000,706/12 Victoria Avenue,2016-10-09,1,1,0,Apartment
419000,9/33 Windsor Street,2016-10-08,2,2,1,Apartment
473000,24/150 Stirling Street,2016-10-06,2,2,1,Apartment
250000,"Unit 9H, 811 Hay Street",2016-10-04,1,1,0,Apartment
550000,6/76 Newcastle Street,2016-10-04,2,2,1,Apartment
518000,23/255 Adelaide Terrace,2016-10-02,2,2,1,Apartment
575000,48/132 Terrace Road,2016-09-27,1,1,2,Apartment
375000,50/378 Beaufort Street,2016-09-22,1,1,1,Apartment
400000,72/418-428 Murray Street,2016-09-22,2,1,1,Apartment
539000,152 Fitzgerald Street,2016-09-21,2,2,1,Apartment
550000,6/65 Palmerston Street,2016-09-20,2,2,1,Apartment
900000,10 Knebworth Avenue,2016-09-18,3,2,2,House
425000,1/3 Greenway Street,2016-09-16,1,1,1,Townhouse
575000,92/2 Sherwood Court,2016-09-14,2,1,0,Apartment
386000,39/150 Stirling Street,2016-09-12,1,1,1,Apartment
380000,21/152 Fitzgerald Street,2016-09-09,1,1,1,Apartment
650000,28/14 Money Street,2016-09-08,2,2,1,Apartment
485000,7A/117 Brisbane Street,2016-09-06,2,1,1,Apartment
205000,207/130A Mounts Bay Road,2016-09-06,1,1,1,Apartment
850000,10 McCarthy Street,2016-09-06,2,2,2,Townhouse
1020000,35/132 Terrace Road,2016-09-05,3,2,2,Apartment
510000,26/474 Murray Street,2016-09-05,2,2,1,Apartment
800000,66b Robinson Avenue,2016-09-03,3,1,2,House
610000,3/43 Bulwer  Street,2016-09-02,2,2,2,House
1210000,79 Glendower Street,2016-09-02,3,3,1,House
660000,22/132 Terrace Road,2016-08-31,2,2,2,Apartment
765000,47/229 Adelaide Terrace,2016-08-30,2,2,2,Apartment
255000,21/298-300 Stirling Street,2016-08-26,1,1,1,Apartment
579000,1304/380 Murray Street,2016-08-25,0,0,0,Apartment
400000,49/15 Aberdeen Street,2016-08-24,2,1,1,Apartment
230000,601/12 Victoria Avenue,2016-08-23,1,1,0,Apartment
460000,6/33 Newcastle Street,2016-08-22,2,1,1,Apartment
730000,234 Lake Street,2016-08-21,2,1,1,House
335000,21/154 Newcastle Street,2016-08-20,1,1,1,Apartment
639000,"Lot 228, 1801/380 Murray Street",2016-08-18,2,1,1,Apartment
552000,33/171 St Georges Terrace,2016-08-18,2,2,0,Apartment
450000,26/59 Brewer Street,2016-08-16,2,2,1,Apartment
355000,13D/811 Hay Street,2016-08-16,2,1,0,House
395000,33/996 Hay Street,2016-08-15,2,1,1,Apartment
765000,89/132 Terrace Road,2016-08-14,2,2,2,Apartment
182500,807/12 Victoria Avenue,2016-08-13,1,1,0,Apartment
430000,401/237 Adelaide Terrace,2016-08-10,1,1,1,Apartment
345000,3/569 Wellington Street,2016-08-10,1,1,0,Apartment
235000,10/290 Stirling Street,2016-08-09,1,1,1,Unit
680000,1504/237 Adelaide Tce,2016-08-07,2,2,1,Apartment
519000,"Lot 54, 804/380 Murray Street",2016-08-05,2,1,1,Apartment
443000,"Lot 121, 1117/380 Murray Street",2016-08-05,1,1,1,Apartment
425000,"Lot 102, 1016/380 Murray Street",2016-08-03,2,1,1,Apartment
570000,52/33 Newcastle Street,2016-08-03,2,2,1,Apartment
375000,23/8 James Street,2016-07-30,2,1,1,Apartment
515000,93/171 St Georges Terrace,2016-07-28,2,2,1,Apartment
730000,8/69 Murray Street,2016-07-27,4,1,1,Townhouse
690000,6/34 Palmerston Street,2016-07-27,2,2,1,House
403000,56/996 Hay Street,2016-07-27,2,1,1,Apartment
348000,48/177 Stirling Street,2016-07-26,1,1,1,Apartment
370000,6/60 Newcastle Street,2016-07-26,1,1,1,Apartment
1830000,137 - 143 Lake Street,2016-07-25,8,4,0,House
521000,"Lot 141, 1301/380 Murray Street",2016-07-25,2,2,1,Apartment
571000,"Lot 154, 1314/380 Murray Street",2016-07-25,2,1,1,Apartment
338000,45/101 Murray Street,2016-07-25,1,1,1,Apartment
700000,41 Monger,2016-07-22,3,1,1,House
792500,1/82 King Street,2016-07-22,3,2,1,Apartment
400000,29/996 Hay Street,2016-07-22,2,1,1,Apartment
528000,166/471 Hay Street,2016-07-22,2,2,1,Apartment
1000000,308 Bulwer Street,2016-07-20,3,2,2,House
313000,"Lot 50, 718/390 Murray Street",2016-07-19,0,0,0,Apartment
317000,"Lot 68, 818/380 Murray Street",2016-07-19,0,0,0,Apartment
370000,3/33 Windsor Street,2016-07-18,1,1,1,Apartment
535000,501/2 St Georges Terrace,2016-07-18,2,2,1,Apartment
660000,87 West Parade,2016-07-18,2,1,0,House
418000,16/128 Mounts Bay Road,2016-07-17,2,2,1,Apartment
560000,4/478 William Street,2016-07-12,3,2,2,Apartment
570000,2/19 Lindsay Street,2016-07-12,2,2,1,Apartment
190000,308/12 Victoria Avenue,2016-07-09,1,1,0,Apartment
415000,"Lot 44, 712/380 Murray Street",2016-07-08,1,1,0,Apartment
535000,27/145 Newcastle Street,2016-07-06,3,2,1,Apartment
815000,97 West Parade,2016-07-01,2,1,1,House
494500,26/369 Hay Street,2016-06-30,2,2,1,Apartment
350000,98/996 Hay Street,2016-06-29,2,1,1,Apartment
190000,3/101 Murray Street,2016-06-29,1,1,0,Apartment
710000,193 Lake Street,2016-06-29,3,1,0,House
548000,"Lot 118, 1114/380 Murray Street",2016-06-28,2,1,1,Apartment
385000,10/474 Murray Street,2016-06-27,1,1,1,Apartment
440000,31/69 Milligan Street,2016-06-25,2,2,1,Apartment
223500,34/4 Bulwer,2016-06-24,2,1,0,Apartment
475000,"Lot 25, 611/380 Murray Street",2016-06-24,2,1,1,Apartment
567000,"Lot 126, 1204/380 Murray Street",2016-06-24,2,1,1,Apartment
317000,"Lot 65, 815/380 Murray Street",2016-06-24,1,1,0,Apartment
300000,1/38 Bulwer Street,2016-06-22,2,1,1,Apartment
360000,22/280 Lord Street,2016-06-22,1,1,0,Apartment
620000,74/22 St Georges Tce,2016-06-21,2,2,1,Apartment
528000,"Lot 69, 901/380 Murray Street",2016-06-21,2,1,2,Apartment
530000,"Lot 100, 1014/380 Murray Street",2016-06-21,2,1,1,Apartment
420000,"Lot 63, 813/380 Murray Street",2016-06-21,1,1,1,Apartment
436000,"Lot 89, 1003/380 Murray Street",2016-06-21,1,1,1,Apartment
385000,"Lot 48, 716/380 Murray Street",2016-06-21,1,1,1,Apartment
380000,"Lot 27, 613/380 Murray Street",2016-06-21,1,1,1,Apartment
790000,87/580 Hay Street,2016-06-20,2,2,2,Apartment
407000,26/116 Mounts Bay Road,2016-06-19,2,1,2,Apartment
190000,906/12 Victoria Avenue,2016-06-18,1,1,0,Apartment
385000,"Lot 49, 717/380 Murray Street",2016-06-18,1,1,0,Apartment
550000,28/255 Adelaide Terrace,2016-06-14,2,2,1,Apartment
556000,"Lot 105, 1101/380 Murray Street",2016-06-09,2,1,2,Apartment
